id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,image_exists
52176,Women,Accessories,Jewellery,Ring,Black,Fall,2012.0,Casual,Lencia Sterling Silver Ring,data/images/images/52176.jpg,True
57636,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Lotus Herbals Women Pink Bliss Nail Polish 950,data/images/images/57636.jpg,True
33373,Women,Accessories,Bags,Clutches,Silver,Summer,2012.0,Casual,Baggit Women Bingri Club Silver Clutch,data/images/images/33373.jpg,True
41753,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Doodle Boys Printed Red T-shirt,data/images/images/41753.jpg,True
25216,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Lino Perros Women Pink Handbag,data/images/images/25216.jpg,True
11023,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wrangler Women Black T-shirt,data/images/images/11023.jpg,True
44221,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men White Ronaldo Football T-shirt,data/images/images/44221.jpg,True
53296,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans,data/images/images/53296.jpg,True
14551,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Vishudh Women Small Flower Print Black Kurtas,data/images/images/14551.jpg,True
20764,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,Carlton London Women Red Casual Heels,data/images/images/20764.jpg,True
15483,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Women Move Wow Black Tshirts,data/images/images/15483.jpg,True
52344,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,data/images/images/52344.jpg,True
35084,Men,Accessories,Ties,Ties,Navy Blue,Summer,2012.0,Formal,Allen Solly Men Navy Blue Tie,data/images/images/35084.jpg,True
7651,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Wrangler Men's Navy Ankle Length Socks,data/images/images/7651.jpg,True
46576,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Timex Women Golden Dial Watch,data/images/images/46576.jpg,True
16206,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Puma Men Hazard Green TShirt,data/images/images/16206.jpg,True
22033,Women,Apparel,Topwear,Kurtas,Olive,Fall,2011.0,Ethnic,Vishudh Women Printed Olive Green Kurta,data/images/images/22033.jpg,True
43838,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Earrings,data/images/images/43838.jpg,True
28509,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Sports,Nike Men Training Purple T-shirt,data/images/images/28509.jpg,True
34156,Girls,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Gini and Jony Girls Peach Top,data/images/images/34156.jpg,True
6783,Men,Apparel,Topwear,Jackets,Blue,Summer,2011.0,Casual,Timberland Men Cargo Stratham Hood Blue Jacket,data/images/images/6783.jpg,True
55161,Women,Personal Care,Nails,Nail Polish,Maroon,Spring,2017.0,Casual,Lakme True Wear Classics Berry Wine Nail Polish 401,data/images/images/55161.jpg,True
26493,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men Tyrel White T-shirt,data/images/images/26493.jpg,True
8619,Men,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Fastrack Men Beach Purple Sunglasses,data/images/images/8619.jpg,True
43004,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Nike Men Black and Green Sandals,data/images/images/43004.jpg,True
2323,Men,Apparel,Topwear,Tshirts,White,Fall,2009.0,Casual,Reebok Men Club Stripe White Polo T-shirt,data/images/images/2323.jpg,True
13774,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Belmonte Men Printed Black Tshirts,data/images/images/13774.jpg,True
51707,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Van Heusen Men Grey Sunglasses,data/images/images/51707.jpg,True
7497,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2011.0,Sports,"Nike Women's EM Tempo 3.5"" Purple Short",data/images/images/7497.jpg,True
35242,Men,Accessories,Socks,Socks,Black,Summer,2012.0,Casual,Manchester United Men Black Socks,data/images/images/35242.jpg,True
47662,Women,Apparel,Topwear,Shirts,Multi,Summer,2012.0,Casual,Femella Women Multi Coloured Floral Print Shirt,data/images/images/47662.jpg,True
6545,Unisex,Accessories,Bags,Backpacks,Green,Summer,2011.0,Casual,Nike Unisex All Access FU Green Backpack,data/images/images/6545.jpg,True
18966,Men,Apparel,Topwear,Sweaters,Green,Summer,2011.0,Casual,United Colors of Benetton Men Printed Green Sweater,data/images/images/18966.jpg,True
34390,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red Natural Diet T-shirt,data/images/images/34390.jpg,True
23327,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Brown Kurta,data/images/images/23327.jpg,True
17112,Women,Accessories,Bags,Clutches,Grey,Winter,2015.0,Casual,Lino Perros Women Beaded Grey Clutch,data/images/images/17112.jpg,True
19088,Women,Apparel,Topwear,Kurtas,Off White,Fall,2011.0,Ethnic,W Women Floral Print Off White Kurta,data/images/images/19088.jpg,True
12460,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Genesis Men Stripes Purple Shirts,data/images/images/12460.jpg,True
26655,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2012.0,Sports,Puma Women Maya Shimmer Pink Sports Shoes,data/images/images/26655.jpg,True
27787,Men,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Bulchee Men Brown Wallet,data/images/images/27787.jpg,True
30730,Girls,Apparel,Bottomwear,Salwar,Purple,Summer,2012.0,Ethnic,Fabindia Girls Printed Purple Salwar,data/images/images/30730.jpg,True
1760,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Lotto Men Marcello White T-shirt,data/images/images/1760.jpg,True
40447,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Shoes,data/images/images/40447.jpg,True
24102,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Playboy Men Casual Black Flip Flops,data/images/images/24102.jpg,True
45909,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Chronograph Watch,data/images/images/45909.jpg,True
56522,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Streetwear Satin Smooth Crushed Berry Lipcolor 64,data/images/images/56522.jpg,True
41595,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,Basics Men Brown Striped Shirt,data/images/images/41595.jpg,True
14797,Women,Accessories,Bags,Handbags,Maroon,Summer,2011.0,Casual,United Colors of Benetton Women Solid Maroon Handbags,data/images/images/14797.jpg,True
33989,Women,Accessories,Scarves,Scarves,Blue,Summer,2012.0,Casual,Femella Women Printed Blue Scarf,data/images/images/33989.jpg,True
53050,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Printed Blue Sari,data/images/images/53050.jpg,True
37515,Boys,Apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Casual,Madagascar3 Infant Boys Blue Leggings,data/images/images/37515.jpg,True
45135,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio Enticer Women White Dial Watch  LTP-1235SG-7ADF(A360),data/images/images/45135.jpg,True
4212,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Girl's Yellow Kidswear,data/images/images/4212.jpg,True
21470,Women,Footwear,Flip Flops,Flip Flops,Grey,Summer,2012.0,Casual,Roxy Women Bamboo Grey Flip Flops,data/images/images/21470.jpg,True
52182,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,data/images/images/52182.jpg,True
15645,Men,Apparel,Bottomwear,Shorts,Black,Winter,2014.0,Sports,Nike Black Dri-fit Cotton     Cricket  Shorts,data/images/images/15645.jpg,True
10105,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Women Analogue Leather Steel Watches,data/images/images/10105.jpg,True
33387,Women,Accessories,Bags,Clutches,Silver,Summer,2012.0,Casual,Baggit Women Silver Glamarous Club Purse,data/images/images/33387.jpg,True
1552,Unisex,Sporting Goods,Sports Equipment,Footballs,White,Fall,2010.0,Sports,Puma Power Cat Trainer-WR Football,data/images/images/1552.jpg,True
40675,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Lee Women Navy Blue Printed Top,data/images/images/40675.jpg,True
32255,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Printed Kurti,data/images/images/32255.jpg,True
37727,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,John Players Men Check Yellow Shirt,data/images/images/37727.jpg,True
20790,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Basics Men Blue Washed Jacket,data/images/images/20790.jpg,True
21642,Women,Apparel,Innerwear,Bra,White,Summer,2018.0,Casual,Enamor Women Lift White Bra,data/images/images/21642.jpg,True
59758,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Rocia Women White Flats,data/images/images/59758.jpg,True
15477,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Motorsport Graphic Black Tshirts,data/images/images/15477.jpg,True
45307,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black  Belt,data/images/images/45307.jpg,True
4020,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,ADIDAS Unisex Check Can MW Green White Shoe,data/images/images/4020.jpg,True
46582,Women,Footwear,Shoes,Heels,Bronze,Summer,2012.0,Casual,Catwalk Women Bronze Sandals,data/images/images/46582.jpg,True
51535,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,data/images/images/51535.jpg,True
17320,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,data/images/images/17320.jpg,True
47450,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Tiptopp Women Black Sandals,data/images/images/47450.jpg,True
6777,Men,Apparel,Topwear,Shirts,Brown,Summer,2011.0,Casual,Timberland Men Claremont Popl Brown Shirt,data/images/images/6777.jpg,True
12652,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Printed Blue Tshirts,data/images/images/12652.jpg,True
55195,Women,Personal Care,Nails,Nail Polish,Gold,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous Gold Caramel Nail Polish 02,data/images/images/55195.jpg,True
26467,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Story Graphic Navy Blue T-shirt,data/images/images/26467.jpg,True
3205,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Tantra Men's Instant Grey T-shirt,data/images/images/3205.jpg,True
42122,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Navy Blue Shorts,data/images/images/42122.jpg,True
23929,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Lotto Men Silver Detroit Sports Shoes,data/images/images/23929.jpg,True
48418,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,French Connection Men Charcoal Printed T-shirt,data/images/images/48418.jpg,True
18368,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Undercolors of Benetton Men Basic Pack of 2 Innerwear Vests,data/images/images/18368.jpg,True
13780,Men,Apparel,Bottomwear,Trousers,Cream,Fall,2011.0,Formal,Belmonte Men Solid Cream Trousers,data/images/images/13780.jpg,True
32631,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Sports,Nike Women Pure Orange T-shirt,data/images/images/32631.jpg,True
24754,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans,data/images/images/24754.jpg,True
21226,Men,Apparel,Topwear,Tshirts,Brown,Summer,2013.0,Casual,Basics Men Brown Polo T-shirt,data/images/images/21226.jpg,True
15013,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Jackets,data/images/images/15013.jpg,True
45763,Men,Personal Care,Fragrance,Deodorant,Red,Spring,2017.0,Casual,Lomani Men Deo,data/images/images/45763.jpg,True
4444,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Converse Unisex Digital Black Canvas Shoe,data/images/images/4444.jpg,True
37343,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,U.S. Polo Assn Boys Black T-Shirt,data/images/images/37343.jpg,True
53606,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Q&Q Men Blue Digital Watch,data/images/images/53606.jpg,True
28199,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Ray-Ban Men High Street Gold Sunglasses,data/images/images/28199.jpg,True
23571,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,Boss Men HB Collectors Perfume,data/images/images/23571.jpg,True
17744,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Women Body Train Black Sports Shoe,data/images/images/17744.jpg,True
47034,Women,Apparel,Topwear,Kurtas,Black,Fall,2012.0,Ethnic,Shree Women Black & White Printed Kurta,data/images/images/47034.jpg,True
6313,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2011.0,Casual,Puma Unisex Issac Navy White Flip Flop,data/images/images/6313.jpg,True
35414,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Enroute Men Black Formal Shoes,data/images/images/35414.jpg,True
51151,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Raymond Men Grey Socks,data/images/images/51151.jpg,True
31888,Women,Accessories,Stoles,Stoles,Blue,Summer,2012.0,Ethnic,Fabindia Women Chanderi Blue Stole,data/images/images/31888.jpg,True
43494,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,French Connection Men Blue T-shirt,data/images/images/43494.jpg,True
30166,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Esprit Men Blue Dial Watch,data/images/images/30166.jpg,True
12236,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Genesis Men Stripes Navy Blue Shirts,data/images/images/12236.jpg,True
26003,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Paris Hilton Casual Men Perfumes,data/images/images/26003.jpg,True
3661,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Cavier White Red Shoe,data/images/images/3661.jpg,True
8289,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2011.0,Casual,Skechers Men's Raiser Choco Flip Flop,data/images/images/8289.jpg,True
29877,Men,Accessories,Eyewear,Sunglasses,Black,Summer,2017.0,Casual,Mayhem Men Rectangular Sunglasses 1020-205,data/images/images/29877.jpg,True
42546,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Mother Earth Women Red Kurta,data/images/images/42546.jpg,True
47206,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Black Shoes,data/images/images/47206.jpg,True
6121,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,Puma Unisex Foundation Black Backpack,data/images/images/6121.jpg,True
23743,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Ray-Ban Women Highstreet Sunglasses,data/images/images/23743.jpg,True
17576,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Mark Taylor Men Brown & White Checked Shirt,data/images/images/17576.jpg,True
9955,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men Blue Polo Tshirts,data/images/images/9955.jpg,True
51363,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar  Women Jeans,data/images/images/51363.jpg,True
8887,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,John Miller Men Pink Shirt,data/images/images/8887.jpg,True
29279,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Blue Aaron Check Shirt,data/images/images/29279.jpg,True
22691,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women White Sweet Classic Leather Sports Shoes,data/images/images/22691.jpg,True
12838,Unisex,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ant Unisex Bebo White Tshirts,data/images/images/12838.jpg,True
35626,Men,Footwear,Sandal,Sandals,Blue,Summer,2013.0,Casual,Gliders Men Blue Sandals,data/images/images/35626.jpg,True
54611,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Jockey ELANCE Men Red Briefs 1009,data/images/images/54611.jpg,True
30354,Men,Apparel,Topwear,Tshirts,Teal,Summer,2012.0,Casual,Myntra Men Dog Inside Teal T-shirt,data/images/images/30354.jpg,True
9169,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Ian Blue Jeans,data/images/images/9169.jpg,True
31286,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White T-shirt,data/images/images/31286.jpg,True
3453,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's Colroy White Blue Shoe,data/images/images/3453.jpg,True
12004,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Striped Shirt,data/images/images/12004.jpg,True
26231,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Proline Men Yellow Printed T-shirt,data/images/images/26231.jpg,True
11681,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Lee Men Check Red Shirts,data/images/images/11681.jpg,True
56146,Women,Personal Care,Makeup,Eyeshadow,Blue,Spring,2017.0,Casual,Colorbar Enchanting Trio Feeling Blue Eye Shadow 003,data/images/images/56146.jpg,True
59932,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Diva Women White Kurta,data/images/images/59932.jpg,True
32403,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Arrow Woman Printed Multi Coloured Top,data/images/images/32403.jpg,True
38139,Unisex,Accessories,Bags,Backpacks,Blue,Spring,2013.0,Casual,Wildcraft Unisex Blue & Grey Forerunner Backpack,data/images/images/38139.jpg,True
40023,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black T-shirt,data/images/images/40023.jpg,True
57094,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Elle Women Greyish Blue Culottes,data/images/images/57094.jpg,True
10753,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2012.0,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops,data/images/images/10753.jpg,True
24566,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Lee Women Carren Grey T-shirt,data/images/images/24566.jpg,True
4676,Men,Accessories,Bags,Backpacks,Black,Summer,2011.0,Sports,ADIDAS Men Adipure Black White Backpack,data/images/images/4676.jpg,True
21014,Unisex,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fastrack Unisex Leatherette Black Wallet,data/images/images/21014.jpg,True
15221,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,ADIDAS Originals Men Court Lounge Brown Casual Shoes,data/images/images/15221.jpg,True
38905,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Allen Solly Kids Girls Poplin Pink Shorts,data/images/images/38905.jpg,True
53434,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Men Blue Jersey,data/images/images/53434.jpg,True
16459,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Locomotive Men Check Red Shirt,data/images/images/16459.jpg,True
13917,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Nike Men Backboard Black Casual Shoes,data/images/images/13917.jpg,True
28356,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,Idee Men Steel Sunglasses,data/images/images/28356.jpg,True
19411,Unisex,Accessories,Bags,Backpacks,Red,Summer,2011.0,Casual,ADIDAS Unisex Ess Red Backpack,data/images/images/19411.jpg,True
7832,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Proline Men Yellow Printed T-shirt,data/images/images/7832.jpg,True
20907,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Casual Gold Sandals,data/images/images/20907.jpg,True
57069,Women,Apparel,Topwear,Jackets,Charcoal,Summer,2012.0,Casual,Elle Women Charcoal Waistcoat,data/images/images/57069.jpg,True
36862,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Spykar Men Cult Navy Blue T-shirt,data/images/images/36862.jpg,True
25449,Women,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,Nike Women Snapper Thong Flip Flop,data/images/images/25449.jpg,True
39016,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A624,data/images/images/39016.jpg,True
57855,Women,Footwear,Shoes,Heels,Multi,Summer,2016.0,Casual,Catwalk Women Multi Coloured Flats,data/images/images/57855.jpg,True
5759,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Jealous 21 Women Black Party Top,data/images/images/5759.jpg,True
56987,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,HM Women Red Wedges,data/images/images/56987.jpg,True
14900,Women,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Wallets,data/images/images/14900.jpg,True
39224,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Femella Women Pink Shirt,data/images/images/39224.jpg,True
56389,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,Estee Lauder Women Pleasures Bloom 100 ml Perfume,data/images/images/56389.jpg,True
20309,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Jealous 21 Women Solid Grey Sweater,data/images/images/20309.jpg,True
58213,Women,Apparel,Bottomwear,Patiala,Red,Fall,2012.0,Ethnic,Shree Women Red Printed Patiala,data/images/images/58213.jpg,True
31875,Women,Apparel,Topwear,Dupatta,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Chanderi Dupatta,data/images/images/31875.jpg,True
28164,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses,data/images/images/28164.jpg,True
27910,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Scullers For Her Women Black Trousers,data/images/images/27910.jpg,True
46927,Men,Personal Care,Fragrance,Perfume and Body Mist,Maroon,Spring,2017.0,Casual,York Men Cantari Perfume,data/images/images/46927.jpg,True
19623,Women,Apparel,Topwear,Tops,Yellow,Summer,2011.0,Casual,United Colors of Benetton Women Solid Yellow Top,data/images/images/19623.jpg,True
49153,Women,Personal Care,Makeup,Highlighter and Blush,Brown,Spring,2017.0,,Deborah Terracotta HiTech Blusher # 52,data/images/images/49153.jpg,True
8274,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Mr.Men Men's White Blue T-shirt,data/images/images/8274.jpg,True
31049,Men,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Casual,Arrow Sport Men Beige Striped Shirt,data/images/images/31049.jpg,True
50842,Women,Apparel,Topwear,Dupatta,Lavender,Summer,2012.0,Ethnic,Fabindia Women Lavender Dupatta,data/images/images/50842.jpg,True
43469,Women,Apparel,Loungewear and Nightwear,Night suits,Brown,Summer,2017.0,Casual,SDL by Sweet Dreams Women Printed Brown Night suits,data/images/images/43469.jpg,True
48081,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,French Connection Men Red T-shirt,data/images/images/48081.jpg,True
28958,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,BIBA Women Printed White Kurta,data/images/images/28958.jpg,True
13319,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Green Shirts,data/images/images/13319.jpg,True
39640,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lotto Men Black Shoes,data/images/images/39640.jpg,True
5933,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Men's Terrace Casual Low White Shoe,data/images/images/5933.jpg,True
40688,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Numero Uno Men Black Formal Shoes,data/images/images/40688.jpg,True
38792,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Che Guevara Men Green T-shirt,data/images/images/38792.jpg,True
11816,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Playboy Men Casual White Casual Shoes,data/images/images/11816.jpg,True
44228,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Women Downshifter 4 MSL White Sports Shoes,data/images/images/44228.jpg,True
14558,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011.0,Casual,Vans Men Rowley SPV Navy Blue Casual Shoes,data/images/images/14558.jpg,True
58677,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,ALayna Women Navy Blue Kurta,data/images/images/58677.jpg,True
28500,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,Urban Yoga Men Grey Track Pants,data/images/images/28500.jpg,True
43831,Women,Accessories,Jewellery,Earrings,White,Summer,2012.0,Casual,Royal Diadem White Earrings,data/images/images/43831.jpg,True
54886,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012.0,Casual,Ivory Tag Women Intermeshed Turquoise Blue Necklace,data/images/images/54886.jpg,True
55954,Women,Personal Care,Nails,Nail Polish,Maroon,Spring,2017.0,Casual,Colorbar Valentino Nail Lacquer 02,data/images/images/55954.jpg,True
7658,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Puma Men's Toe Crusher Club Purple T-shirt,data/images/images/7658.jpg,True
18395,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Undercolors of Benetton Men White V-Brief,data/images/images/18395.jpg,True
34963,Women,Apparel,Saree,Sarees,Green,Summer,2012.0,Ethnic,Fabindia Printed Green Silk Sari,data/images/images/34963.jpg,True
27548,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White & Navy Blue Check Shirt,data/images/images/27548.jpg,True
55168,Women,Personal Care,Nails,Nail Polish,Silver,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous Silver Cloud Nail Polish 29,data/images/images/55168.jpg,True
19247,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Guess Women White Dial Watch I11065L1,data/images/images/19247.jpg,True
49537,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Rocia Women Black Clutch,data/images/images/49537.jpg,True
8610,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Scullers Men Black Polo T-Shirts,data/images/images/8610.jpg,True
50628,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Chromozome Men White Briefs,data/images/images/50628.jpg,True
